,id,ds_name,title,alt_name,url,res_url,publications
657,68e0af05-e217-44ea-82b1-24f4fae3904a,bio2rdf-hgnc,Bio2RDF::Hgnc,hgnc,http://hgnc.bio2rdf.org/,http://hgnc.bio2rdf.org/sparql|http://bio2rdf.org/hgnc:7|http://download.bio2rdf.org/current/hgnc/|http://download.bio2rdf.org/current/hgnc/hgnc.html|http://download.bio2rdf.org/current/hgnc/bio2rdf-hgnc.nq|http://download.bio2rdf.org/release/3/hgnc/hgnc.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/hgnc/bio2rdf_hgnc_sio_mapping.owl|http://download.bio2rdf.org/release/3/hgnc/sitemap.xml|http://download.bio2rdf.org/current/hgnc/hgnc_complete_set.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
658,c3e51bb6-72d0-484e-aa0d-6824083cdeeb,bio2rdf-goa,Bio2RDF::Goa,goa,http://goa.bio2rdf.org/,http://goa.bio2rdf.org/sparql|http://bio2rdf.org/go:0006915|http://download.bio2rdf.org/current/goa/|http://download.bio2rdf.org/current/goa/goa.html|http://download.bio2rdf.org/current/goa/bio2rdf-goa.nq|http://download.bio2rdf.org/release/3/goa/goa.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/goa/bio2rdf_goa_sio_mapping.owl|http://download.bio2rdf.org/release/3/goa/sitemap.xml|http://download.bio2rdf.org/current/goa/goa_arabidopsis.nq.gz|http://download.bio2rdf.org/current/goa/goa_chicken.nq.gz|http://download.bio2rdf.org/current/goa/goa_cow.nq.gz|http://download.bio2rdf.org/current/goa/goa_dicty.nq.gz|http://download.bio2rdf.org/current/goa/goa_dog.nq.gz|http://download.bio2rdf.org/current/goa/goa_fly.nq.gz|http://download.bio2rdf.org/current/goa/goa_human.nq.gz|http://download.bio2rdf.org/current/goa/goa_mouse.nq.gz|http://download.bio2rdf.org/current/goa/goa_pdb.nq.gz|http://download.bio2rdf.org/current/goa/goa_pig.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
659,eac4a59a-a486-4805-a731-b2d42172e5d1,bio2rdf-gendr,Bio2RDF::Gendr,Gendr,http://gendr.bio2rdf.org/,http://gendr.bio2rdf.org/sparql|http://bio2rdf.org/gendr:2|http://download.bio2rdf.org/current/gendr/|http://download.bio2rdf.org/current/gendr/gendr.html|http://download.bio2rdf.org/current/gendr/bio2rdf-gendr.nq|http://download.bio2rdf.org/release/3/gendr/gendr.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/gendr/bio2rdf_gendr_sio_mapping.owl|http://download.bio2rdf.org/release/3/gendr/sitemap.xml|http://download.bio2rdf.org/current/gendr/gendr_gene_expression.nq.gz|http://download.bio2rdf.org/current/gendr/gendr_gene_manipulations.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
660,4cb595ca-8fe6-4b39-92cd-42173f6e8038,bio2rdf-genbank,Bio2RDF::GenBank,GenBank,http://genbank.bio2rdf.org,http://genbank.bio2rdf.org/sparql|http://download.bio2rdf.org/release/1/genbank/|http://bio2rdf.org/rdfxml/genbank:BC062795,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
661,e482d1f5-287e-466b-9478-521fbb3faf9c,bio2rdf-genage,Bio2RDF::Genage,Genage,http://genage.bio2rdf.org/,http://genage.bio2rdf.org/sparql|http://bio2rdf.org/genage:0001|http://download.bio2rdf.org/current/genage/|http://download.bio2rdf.org/current/genage/genage.html|http://download.bio2rdf.org/current/genage/bio2rdf-genage.nq|http://download.bio2rdf.org/release/3/genage/genage.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/genage/bio2rdf_genage_sio_mapping.owl|http://download.bio2rdf.org/release/3/genage/sitemap.xml|http://download.bio2rdf.org/current/genage/genage_human.nq.gz|http://download.bio2rdf.org/current/genage/genage_models.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
662,d7fca442-ebde-4221-9d77-a3bb2fd1dd9c,bio2rdf-drugbank,Bio2RDF::Drugbank,Drugbank,http://drugbank.bio2rdf.org/,http://drugbank.bio2rdf.org/sparql|http://bio2rdf.org/drugbank:DB00001|http://download.bio2rdf.org/current/drugbank/|http://download.bio2rdf.org/current/drugbank/drugbank.html|http://download.bio2rdf.org/current/drugbank/bio2rdf-drugbank.nq|http://download.bio2rdf.org/release/3/drugbank/drugbank.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/drugbank/bio2rdf_drugbank_sio_mapping.owl|http://download.bio2rdf.org/release/3/drugbank/sitemap.xml|http://download.bio2rdf.org/current/drugbank/drugbank.nq.gz|http://download.bio2rdf.org/current/drugbank/drugbank_drugs.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
663,428538fa-c179-4dd0-bb81-1f54e1d29ff5,bio2rdf-dbsnp,Bio2RDF::Dbsnp,dbsnp,http://dbsnp.bio2rdf.org/,http://dbsnp.bio2rdf.org/sparql|http://bio2rdf.org/dbsnp:rs199422184|http://download.bio2rdf.org/current/dbsnp/|http://download.bio2rdf.org/current/dbsnp/dbsnp.html|http://download.bio2rdf.org/current/dbsnp/bio2rdf-dbsnp.nq|http://download.bio2rdf.org/release/3/dbsnp/dbsnp.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/dbsnp/bio2rdf_dbsnp_sio_mapping.owl|http://download.bio2rdf.org/release/3/dbsnp/sitemap.xml|http://download.bio2rdf.org/current/dbsnp/dbsnp.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
664,7cc9f218-0eab-4ac6-8683-66acea5ea33d,bio2rdf-ctd,Bio2RDF::Ctd,ctd,http://ctd.bio2rdf.org/,http://ctd.bio2rdf.org/sparql|http://bio2rdf.org/ctd_resource:D001151406949|http://download.bio2rdf.org/current/ctd/|http://download.bio2rdf.org/current/ctd/ctd.html|http://download.bio2rdf.org/current/ctd/bio2rdf-ctd.nq|http://download.bio2rdf.org/release/3/ctd/ctd.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/ctd/bio2rdf_ctd_sio_mapping.owl|http://download.bio2rdf.org/release/3/ctd/sitemap.xml|http://download.bio2rdf.org/current/ctd/ctd_chem_gene_ixn_types.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_chem_gene_ixns.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_chem_go_enriched.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_chem_pathways_enriched.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_chemicals.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_chemicals_diseases.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_diseases.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_diseases_pathways.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_genes.nq.gz|http://download.bio2rdf.org/current/ctd/ctd_genes_diseases.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
665,0811857f-7cd2-441e-a270-8ddc358045c5,bio2rdf-clinicaltrials,Bio2RDF::Clinicaltrials,Clinicaltrials,http://clinicaltrials.bio2rdf.org/,http://clinicaltrials.bio2rdf.org/sparql|http://bio2rdf.org/clinicaltrials:NCT00050895|http://download.bio2rdf.org/current/clinicaltrials/|http://download.bio2rdf.org/current/clinicaltrials/clinicaltrials.html|http://download.bio2rdf.org/current/clinicaltrials/bio2rdf-clinicaltrials.nq|http://download.bio2rdf.org/release/3/clinicaltrials/clinicaltrials.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/clinicaltrials/bio2rdf_clinicaltrials_sio_mapping.owl|http://download.bio2rdf.org/release/3/clinicaltrials/sitemap.xml|http://download.bio2rdf.org/current/clinicaltrials/clinicaltrials.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
666,fd130b65-2612-43ff-87a2-c205b933b005,bio2rdf-chembl,Bio2RDF::Chembl,Chembl,http://chembl.bio2rdf.org/,http://chembl.bio2rdf.org/sparql|http://bio2rdf.org/chembl:210313|http://download.bio2rdf.org/current/chembl/|http://download.bio2rdf.org/current/chembl/chembl.html|http://download.bio2rdf.org/current/chembl/bio2rdf-chembl.nq|http://download.bio2rdf.org/release/3/chembl/chembl.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/chembl/bio2rdf_chembl_sio_mapping.owl|http://download.bio2rdf.org/release/3/chembl/sitemap.xml|http://download.bio2rdf.org/current/chembl/cco.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_activity.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_assay.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_bindingsite.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_biocmpt.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_cellline.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_document.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_journal.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_moa.ttl.gz|http://download.bio2rdf.org/current/chembl/chembl_18.0_molecule.ttl.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
667,94f1b9dc-4d9c-44c1-99ce-eec2af2086ee,bio2rdf-bioportal,Bio2RDF::Bioportal,Bioportal,http://bioportal.bio2rdf.org/,http://bioportal.bio2rdf.org/sparql|http://bio2rdf.org/bioportal:1046|http://download.bio2rdf.org/current/bioportal/|http://download.bio2rdf.org/current/bioportal/bioportal.html|http://download.bio2rdf.org/current/bioportal/bio2rdf-bioportal.nq|http://download.bio2rdf.org/release/3/bioportal/bioportal.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/bioportal/bio2rdf_bioportal_sio_mapping.owl|http://download.bio2rdf.org/release/3/bioportal/sitemap.xml|http://download.bio2rdf.org/current/bioportal/aao.nq.gz|http://download.bio2rdf.org/current/bioportal/aba-amb.nq.gz|http://download.bio2rdf.org/current/bioportal/acgt-mo.nq.gz|http://download.bio2rdf.org/current/bioportal/ado.nq.gz|http://download.bio2rdf.org/current/bioportal/adw.nq.gz|http://download.bio2rdf.org/current/bioportal/aeo.nq.gz|http://download.bio2rdf.org/current/bioportal/aero.nq.gz|http://download.bio2rdf.org/current/bioportal/amino-acid.nq.gz|http://download.bio2rdf.org/current/bioportal/apo.nq.gz|http://download.bio2rdf.org/current/bioportal/asdpto.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
669,d313331b-11c9-487c-b69c-5a6c0f37b67f,bio2rdf-affymetrix,Bio2RDF::Affymetrix,Affymetrix,http://affymetrix.bio2rdf.org/,http://affymetrix.bio2rdf.org/sparql|http://bio2rdf.org/affymetrix:185061_at|http://download.bio2rdf.org/current/affymetrix/|http://download.bio2rdf.org/current/affymetrix/affymetrix.html|http://download.bio2rdf.org/current/affymetrix/bio2rdf-affymetrix.nq|http://download.bio2rdf.org/release/3/affymetrix/affymetrix.schema.owl|https://raw.github.com/bio2rdf/bio2rdf-mapping/master/2/affymetrix/bio2rdf_affymetrix_sio_mapping.owl|http://download.bio2rdf.org/release/3/affymetrix/sitemap.xml|http://download.bio2rdf.org/current/affymetrix/affymetrix.nq.gz,"1. Nolin, Marc-Alexandre, et al. ""Bio2RDF network of linked data."" Semantic Web Challenge; International Semantic Web Conference (ISWC 2008). 2008.
2. Belleau, Fran??ois, et al. ""Bio2RDF: towards a mashup to build bioinformatics knowledge systems."" Journal of biomedical informatics 41.5 (2008): 706-716.
3. Callahan, Alison, et al. ""Bio2RDF release 2: Improved coverage, interoperability and provenance of life science linked data."" The semantic web: semantics and big data. Springer Berlin Heidelberg, 2013. 200-212.
4. Dumontier, Michel, et al. ""Bio2RDF release 3: a larger connected network of linked data for the life sciences."" Proceedings of the 2014 International Conference on Posters & Demonstrations Track-Volume 1272. CEUR-WS. org, 2014."
684,548498fa-36ac-4620-9e6f-025eb8c8963d,apertium-rdf-pt-gl,Apertium RDF PT-GL,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:59:53.745Z/apertium-pt-gl-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconPT|http://linguistic.linkeddata.es/id/apertium/lexiconPT|http://linguistic.linkeddata.es/id/apertium/lexiconGL|http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T11:02:32.449Z/apertium-pt-gl-dataset-metadata.rdf,
685,1116784f-ba64-4816-9e93-a489d596b472,apertium-rdf-pt-ca,Apertium RDF PT-CA,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T13:35:52.363Z/apertium-pt-ca-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconPT|http://linguistic.linkeddata.es/id/apertium/lexiconCA|http://linguistic.linkeddata.es/id/apertium/tranSetPT-CA|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-14T13:39:36.420Z/apertium-pt-ca-dataset-metadata.rdf,
686,d2efcffe-0eb5-4097-8536-e7a6931c8a72,apertium-rdf-oc-es,Apertium RDF OC-ES,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-20T16:18:55.203Z/apertium-oc-es-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconOC|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/tranSetOC-ES|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-20T16:29:59.056Z/apertium-oc-es-dataset-metadata.rdf,
687,0ddd537b-f546-4947-a006-45c03ce6372a,apertium-rdf-oc-ca,Apertium RDF OC-CA,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:12:45.640Z/apertium-oc-ca-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconOC|http://linguistic.linkeddata.es/id/apertium/lexiconCA|http://linguistic.linkeddata.es/id/apertium/tranSetOC-CA|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-24T10:15:06.279Z/apertium-oc-ca-dataset-metadata.rdf,
688,37b85896-f13b-41c4-89ce-b7447fbaf52b,apertium-rdf-fr-es,Apertium RDF FR-ES,,,http://linguistic.linkeddata.es/id/apertium/lexiconFR|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/tranSetFR-ES|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-05T10:37:56.032Z/apertium-fr-es-dataset-metadata.rdf|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-12T14:01:15.900Z/apertium-fr-es-pol-rdf.zip,
689,d1280cda-5c0e-44cc-a8d5-55b53d842fcb,apertium-rdf-fr-ca,Apertium RDF FR-CA,,,http://linguistic.linkeddata.es/id/apertium/lexiconFR|http://linguistic.linkeddata.es/id/apertium/lexiconCA|http://linguistic.linkeddata.es/id/apertium/tranSetFR-CA|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-06T17:03:49.398Z/apertium-fr-ca-dataset-metadata.rdf|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-07T15:13:23.941Z/apertium-fr-ca-rdf.zip,
690,5f839a24-4f60-4057-ae37-1b42dd9246ac,apertium-rdf-eu-es,Apertium RDF EU-ES,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T13:51:07.416Z/apertium-eu-es-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconEU|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/tranSetEU-ES|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T13:53:20.254Z/apertium-eu-es-dataset-metadata.rdf,
691,1fa9a9f1-34b1-4861-96ec-857aa87ed804,apertium-rdf-eu-en,Apertium RDF EU-EN,,,https://ckannet-storage.commondatastorage.googleapis.com/2015-02-27T16:10:10.474Z/apertium-eu-en-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconEU|http://linguistic.linkeddata.es/id/apertium/lexiconEN|http://linguistic.linkeddata.es/id/apertium/tranSetEU-EN|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2015-03-06T10:23:53.827Z/apertium-eu-en-dataset-metadata.rdf,
692,f4557027-fb3d-4768-aa6f-2fdf5de444ce,apertium-rdf-es-ro,Apertium RDF ES-RO,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-13T17:32:02.826Z/apertium-es-ro-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/lexiconRO|http://linguistic.linkeddata.es/id/apertium/tranSetES-RO|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-13T17:35:13.643Z/apertium-es-ro-dataset-metadata.rdf,
693,f3993833-84dc-4350-93b1-47848c212607,apertium-rdf-es-pt,Apertium RDF ES-PT,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-12T14:47:11.977Z/apertium-es-pt-pol-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/lexiconPT|http://linguistic.linkeddata.es/id/apertium/tranSetES-PT|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-07T16:39:50.152Z/apertium-es-pt-dataset-metadata.rdf|http://linguistic.linkeddata.es/sparql/,
694,10bc1401-7976-45e0-8271-61a824b249d6,apertium-rdf-es-gl,Apertium RDF ES-GL,,,http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/lexiconGL|http://linguistic.linkeddata.es/id/apertium/tranSetES-GL|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-05T15:12:07.895Z/apertium-es-gl-dataset-metadata.rdf|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-07T15:11:48.579Z/apertium-es-gl-rdf.zip,
695,144f420d-7d7a-436a-8522-86c3a2f9d7d1,apertium-rdf-es-ca,Apertium RDF ES-CA,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-12-04T17:21:10.994Z/apertium-es-ca-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconCA|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/tranSetES-CA|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-10-08T09:20:21.141Z/apertium-es-ca-dataset-metadata.rdf,
696,e5021641-cb3a-494b-a786-3e20ad4368aa,apertium-rdf-es-ast,Apertium RDF ES-AST,,,https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T14:31:27.350Z/apertium-es-ast-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/lexiconAST|http://linguistic.linkeddata.es/id/apertium/tranSetES-AST|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2014-11-27T14:33:45.966Z/apertium-es-ast-dataset-metadata.rdf,
697,b1171ccc-b21b-438d-a44a-3ae2b58798ef,apertium-rdf-es-an,Apertium RDF ES-AN,,,https://ckannet-storage.commondatastorage.googleapis.com/2015-02-26T16:15:12.162Z/apertium-es-an-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/lexiconAN|http://linguistic.linkeddata.es/id/apertium/tranSetES-AN|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2015-03-06T10:22:57.487Z/apertium-es-an-dataset-metadata.rdf,
698,aee9967b-cc91-4a44-a2ae-16b3ce7ce118,apertium-rdf-eo-fr,Apertium RDF EO-FR,,,https://ckannet-storage.commondatastorage.googleapis.com/2015-02-27T15:34:57.743Z/apertium-eo-fr-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconEO|http://linguistic.linkeddata.es/id/apertium/lexiconFR|http://linguistic.linkeddata.es/id/apertium/tranSetEO-FR|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2015-03-06T10:21:39.263Z/apertium-eo-fr-dataset-metadata.rdf,
699,c2bf8480-b8d6-4e93-adf1-e03a13bb65be,apertium-rdf-eo-es,Apertium RDF EO-ES,,,https://ckannet-storage.commondatastorage.googleapis.com/2015-02-27T15:54:07.195Z/apertium-eo-es-rdf.zip|http://linguistic.linkeddata.es/id/apertium/lexiconEO|http://linguistic.linkeddata.es/id/apertium/lexiconES|http://linguistic.linkeddata.es/id/apertium/tranSetEO-ES|http://linguistic.linkeddata.es/sparql/|https://ckannet-storage.commondatastorage.googleapis.com/2015-03-06T10:20:31.204Z/apertium-eo-es-dataset-metadata.rdf,
